华腾园,37472,189000
郁花园二里,21307,120000
当代城市家园,36854,210000
上元君庭,37375,105200
晶都国际,30207,0
银地家园,24258,204348
SOCO公社,24975,0
西潞苑小区,16790,250160
静安里,37079,0
兴隆都市馨园,49190,125000
珠江骏景北区,29896,147600
双榆树东里,46774,113000
张庄家园,12316,0
望京西园一区,31670,300000
育新花园,37291,156000
西山华府禧园,51767,277000
DBC加州小镇C区,18626,85536
康盛园,19528,50000
科育小区,65315,5000
水上华城,47812,67000
新安里,15981,20000
富力又一城B区,24876,368000
金宝城一期,16783,0
华亭嘉园,37649,35000
珠江罗马嘉园西区,36820,140000
华严北里小区,39826,0
中海紫御公馆,53361,110000
定慧福里,40050,0
首邑上城,24402,61370
丽喜花园,13620,100000
滨河西里北区,19561,46000
三合南里,19280,187500
阳光100,42987,38000
凯旋城,41420,60900
通惠家园惠生园,31127,150000
智学苑,28595,85000
长河湾,59078,160000
港馨家园,17088,226625
模式口西里,22801,0
华业东方玫瑰,20264,0
巴克寓所,21823,80000
龙湖香醍漫步一区,28971,316000
大成国际,36679,43080
紫薇天悦,39470,53374
太阳园,55009,132800
上海建筑,35679,0
新风南里,57484,7255
新华联锦园,21886,500000
万科青青家园,27263,250000
UHN国际村,47899,105700
福苑小区,16883,200000
国奥村,63670,275500
晓月苑五里,21550,0
裘马都,52434,74962
知春里,48344,115000
智地香蜜湾,24826,48565
龙翔路小区,44835,0
马甸南村,57932,0
华威西里,32598,80000
波普公社,22025,21543
东一时区,23283,320000
SOHO现代城,38011,73000
金惠园三里,22339,632040
金桥国际,40326,9000
朗琴园,46009,99000
新城国际,70142,105000
怡海花园富泽园,33126,488800
海淀南路,49071,83000
紫御国际,44300,16507
石园东区,16908,0
华龙小区,16327,250000
龙华园,24930,105900
远洋沁山水上品,41957,0
兴城丽源,19333,645000
泰中花园,16525,6000
棕榈泉国际公寓,59631,70000
顺鑫花语,18478,61800
金汉绿港一区,20967,350000
翠福园,16060,258000
保利西山林语二期,31771,1200000
香花畦家园,21947,138000
京铁家园,30366,194500
丽都东镇滨河1号,31868,156000
望园东里,31339,300000
龙腾苑六区,23333,560209
鸿坤理想城礼域府,28695,0
国美第一城二期,31571,240000
MASTER领域,35600,18450
华尔街观典,36807,43400
数码大厦,40459,23000
定慧西里,39048,0
泰悦豪庭,40441,7870
观音寺南里,17515,47000
城南大道,35319,40400
运乔嘉园,18069,156000
天通苑本四区,21664,420000
北礼士路,49858,0
南竺园,18092,150000
时代龙和,22843,134000
馨港庄园三区,16276,460000
今典花园,48884,53000
时代国际,46531,30000
润枫水尚,41622,143759
牡丹园,19527,15000
自然新天地,30187,0
蓟门东里,43448,43500
茂华景上景,40648,180000
龙湖蔚澜香醍,25149,55000
北京北,33958,74057
旗舰凯旋一期,19659,340000
珠江国际城八区,20518,1320000
靓景明居,20793,117000
京汉旭城,34388,62000
晓月新苑,22339,30000
晨月园,48485,70900
乐城,31635,40000
小关北里,39187,5000
上第MOMA,32606,64000
时尚街区东区,20790,117000
博雅国际,33537,13000
角门东里,30264,0
红山世家,54017,67000
空间蒙太奇,50750,23000
欧陆经典,35646,0
中关村公馆,48955,7027
名佳花园,21633,366686
扬州水乡,20974,110000
德胜置业,47091,28000
非常宿舍,36908,11974
前进花园一区,17001,500000
清澄名苑北区,23644,360000
天龙华鹤,29403,17037
东亚望京中心,32263,8432
东兴二区,17378,115000
万象新天四区,28777,200000
西马庄园,16636,130000
旗舰凯旋二三期,20005,118000
久居雅园,18362,198100
道家园,35061,91570
龙跃苑四区,22473,150000
车站中里,18557,20000
西钓鱼台嘉园,62042,43000
逸园,35306,150000
金星园,48486,700000
大河庄苑,43224,4300
裕祥花园,17562,110000
梵谷水郡,31920,91000
光熙门北里,38053,0
人济山庄,56719,138000
西马金润二区,29945,350000
牡丹园东里,46150,50000
管庄西里,23209,171000
天鹅堡,21338,1
龙湖香醍漫步三区,30474,316000
蜂鸟家园,63317,28800
顺驰蓝调,42375,120000
宝隆温泉公寓,27055,20478
三合庄回迁房,18319,0
天通苑本三区,19618,480000
馨港庄园二区,16021,460000
锦秋知春,49896,64000
南珠苑,31044,26000
怡然家园6号院,27980,140000
天怡家园,30805,32000
太阳公元,64082,700000
中关村,62593,0
世茂工三,65654,40000
裕龙五区,19039,0
龙跃苑东二区,23250,125000
华源冠军城,45487,35600
德胜凯旋,41779,11960
龙湖香醍漫步二区,23108,0
展春园,45414,90000
吉祥花园,22643,4630
安慧里二区,40373,235000
双兴北区,17259,100000
满庭芳园,44152,36000
明天第一城8号院,26611,140000
车站北里,19709,190000
风度柏林,41999,52600
鸿坤理想城大满贯,24214,0
东亚奥北中心北区,26304,25200
清上园,31956,75000
国瑞城中区,51764,0
泰和谊园,17310,71283
朝庭公寓,37486,43000
炫特嘉园一期,33651,78900
裕龙六区,17639,184917
志强北园,46926,58000
世茂宫园,56580,0
新华联国际,57213,60000
太华公寓,39970,16224
天鹅湾南区,41147,153400
惠新里小区,41080,0
安华西里一区,42864,46850
怡海花园恒泰园,36687,488800
怡海花园富润园,31654,488800
石佛营西里小区,29819,12500
富卓苑,32778,60000
柏林爱乐三期,27272,60000
顶秀青溪,33563,10000
星源国际,32069,18000
荣京丽都,24254,0
苏荷时代,21610,40041
兴华园,20771,220000
清芷园,47984,170000
幸福东区,18386,145000
石园东苑,17458,45583
华龙苑南里,25078,230769
皂君东里,46964,60000
龙鼎园,18745,100000
兴涛社区,23760,125000
瀛海名居,24082,198000
天创世缘,31730,33700
青岚花园,14863,100000
百子湾家园三区,27838,480000
第七街区,35693,0
朝阳无限,31998,67444
长安6号,47858,78000
灵秀山庄,22902,115900
苹果派,28220,88800
鑫源国际,39761,8797
金地名京,51711,45000
黄庄小区,65722,218400
裕中西里,44273,126900
怡美家园,34018,196000
BOBO自由城,24182,110000
琥珀天地,25810,0
北京人家,24231,263000
枣营北里,38143,6600
卡夫卡公社,40480,13000
南新园,30704,80000
运河明珠,22899,56000
开阳里六区,33890,0
金贸中心,60192,0
置地公馆,55814,250000
朝外MEN,42625,13600
星河城东区,37409,206250
华龙美树,29207,50000
季景沁园,39007,72000
宏盛家园,21274,30000
左家庄北里,38325,0
利泽西园,31892,89000
重聚园,28604,92200
金汉绿港五区,21521,53000
西辛北区,17581,88000
江山赋,26334,135600
右外东庄,36492,0
亦庄北岸,23216,60353
福怡苑,25735,25800
金地格林小镇,29868,245600
聚龙花园,37299,16000
西豪逸景,38004,50000
甘家口小区,47303,0
北苑家园莲葩园,28595,1150000
金地格林6,21285,0
润枫锦尚,22952,0
瑞海家园三区,20312,567000
丽园C区,22113,80000
10AM新坐标,34564,146000
马家堡西里,30048,120000
通惠家园惠润园,30829,84000
安宁里南区,29105,90000
通惠家园惠泽园,35044,50000
上京新航线,40686,78000
远洋德邑,39595,2300
宇飞大厦,40757,4500
三环新城8号院,28445,340000
当代名筑,21215,60000
稻香园,42147,17700
珠江骏景中区,30115,0
太平家园,23297,20000
万科星园,41599,112000
华威北里,34491,350000
南湖东园二区,34295,0
青年公社,41935,0
上线6号,22619,78000
阿凯笛亚庄园,26235,280000
富力城C区,53275,487800
新街口西里一区,52030,77600
樱花园一区,16360,400000
双惠小区,23473,600000
华英园,15965,16300
远洋沁山水,49381,110000
西山洋房,38109,37661
上海沙龙,26722,140000
优品国际,37649,110000
龙熙顺景,12954,380000
样本,18266,170000
龙锦苑六区,23769,240000
龙腾苑四区,22454,500000
索家坟,44532,19820
远洋天地二期,37089,192000
美景东方,36902,118000
彩虹城四区,30670,238000
万达广场公寓,49637,100000
观澳园,37423,45000
万象新天天际高尔夫,28242,80000
新景家园西区,46117,287000
车道沟南里,40774,250000
瞰都国际,41567,35164
天通苑本二区,21983,43000
西现代城,28509,45600
蓝星花园,19385,111450
富力又一城A区,24958,368000
银领国际,33406,56400
亿城天筑,34056,71000
雍景四季,31993,112700
新地标,26678,36000
晨光家园,31942,50000
绿荫芳邻,32679,174100
富强东里,19505,786000
紫玉山庄,46098,0
五芳园,28173,8300
柏林爱乐四期,27862,60000
七星园,28787,8300
华美橡树岭,25461,28500
新街坊,31619,59700
宝盛里,31577,300000
韦伯豪家园,51275,40700
新康园,24621,11203
荣上居,44714,4309
北纬40度二期,35348,0
滨河东里,19358,250000
垂虹园,55413,1200000
瑞海家园二区,19846,580000
慧忠北里,32844,500000
西罗园三区,30072,322000
西海国际中心,0,0
纳帕尔湾,0,190000
康家园,29556,3000
砖角楼南里,41906,0
怡海花园恒丰园,36404,488800
九台2000家园,36719,49000
龙德紫金,23189,30000
远洋一方林语苑,26259,70000
志新北里,45370,0
团结湖公寓,38128,0
八里庄北里,39740,266666
龙博苑二区,25395,166666
佰嘉城,20795,70500
东晶国际,20398,71893
温泉花园A区,16887,150000
林肯公寓,38241,0
天时名苑,23546,320000
林达海渔广场,37456,0
云趣园一区,23523,440000
兴政东里,19292,967500
紫荆园,19775,150000
罗庄西里,43298,86666
润枫欣尚,25769,0
金色漫香林二期,27255,1480000
国美第一城四期,32792,240000
天润福熙大道,36858,0
双裕小区,18598,5000
远洋自然,35415,12000
光耀东方,41224,0
玉桥南里,18324,0
雅丽世居,20907,57000
日坛国际公寓,50639,47900
巴克摩界,28474,150000
一瓶,52380,0
普惠南里,46700,136000
新居里,15346,1320100
兴都苑,20602,100000
芳城园一区,32828,10000
天通苑本六区,21719,480000
兴政西里,19871,784900
新城阳光,20434,82900
世安家园,32096,118500
民岳家园,28602,0
夏都盈座,37442,17000
黄寺大街24号院,54426,50000
立方庭,70047,6729
永泰园,33526,0
保利西山林语,31881,0
保利百合,46355,92000
河畔丽景,21064,46153
石园西区,17058,180000
双旗杆东里,50603,25000
中湾国际,45974,6079
方恒国际中心,37179,251000
尚东庭,25764,137360
南平里,20888,0
西坝河中里,37612,0
翡翠城五期,28795,1021400
太平桥西里,33849,50000
万泉新新商务花园,53439,160000
风林绿洲,45364,111100
安慧里一区,40363,25300
芳古园一区,35331,1167000
公园大道,56348,49000
六合园,26969,0
阳光水岸,21114,0
四海公寓,13075,750000
芙蓉里,44461,26000
通典铭居,22276,40000
建东苑,23249,60000
大成时代中心,29134,0
金隅国际,36995,33400
长安驿,51341,14764
富力湾,0,226800
万达大湖公馆,44051,50347
银枫家园,30671,10000
清源西里,20425,986100
农光东里,32837,200000
三星庄园,30707,26000
北欧印象,38507,23000
懿品阁,39144,10500
时代之光名苑,41137,24000
草桥欣园三区,33906,75000
中海城圣朝菲,35114,5500000
城市广场,27059,16428
海棠湾二期,24998,0
益辰欣园,26741,60800
都会华庭,32439,260000
义宾北区,17738,0
古城南路,27830,7798
万年花城四期,33377,110000
西坝河西里,36661,0
北京财富中心,39432,92100
朝阳旺角,23402,62000
西山枫林一二期,28445,260000
火星园,55892,0
蔚园,26657,0
蓝调沙龙西区,21567,120000
蓝调沙龙东区,22888,120000
和平街十三区,44073,50000
紫金新干线,24917,440000
老山东里,28982,12500
三环新城6号院,28152,340000
水郡长安,24769,0
远大园五区,54686,600000
静安东里,39619,0
芳源里,24531,330000
强佑清河新城,31893,230000
宝星国际三期,43455,0
温泉花园B区,17197,120000
安华里四区,40437,0
望潮家园,16840,357000
京棉新城,28715,1220000
西山国际城,43358,90253
东区国际,36397,90000
育龙家园,22055,40400
双裕花园东区,20053,15727
东升园,52672,0
龙泽苑东区,28224,100000
百子湾家园二区,27409,480000
春荫园,56648,1200000
艾瑟顿,42315,9325
彩俸南区,10779,126500
荔景园,19677,0
美利新世界,23284,120000
力鸿花园,42504,61500
北纬40度一期,36112,0
黄村西里,20917,0
永乐西区,28777,0
樱花园,41961,0
宝汇苑,31479,82214
熙公馆,34688,0
双河北里,16772,83000
时尚街区西区,20412,117000
宝盛北里,32775,262800
恋日嘉园一期,32603,90000
东花市北里中区,41993,39800
南湖中园二区,34813,59780
瑞海家园五区,19487,0
东湖湾二期,47224,630000
明天第一城6号院,25732,137800
金世纪嘉园,36954,175000
开阳里三区,34788,0
润泽悦溪,39612,0
丽水莲花2号院,45546,86000
金地国际花园,61151,0
重兴园,29753,56000
晓月苑一里,22445,33400
厂洼小区,46766,15198
四方景园二区,29433,0
富力丹麦小镇,16240,0
观音寺小区,17344,47000
华盛家园,42816,11000
世嘉博苑,27705,30244
庄维花园,29844,142000
曙光里,37311,300000
中海城紫鑫阁,28428,0
金海国际南区,32167,140000
万年花城二期,33605,86946
志新村,47282,140000
龙跃苑一区,22024,34437
丽都水岸,50364,72000
风格派,35340,20559
新翠景园,17956,100000
土星园,42186,0
旭辉御府,25224,0
华龙大厦,30820,9500
下坡屯家园二区,10970,0
建欣苑三里,29488,530000
锋尚国际,70815,26000
田园风光雅苑,23560,173452
鼎立水岸家园,38998,0
义宾南区,17923,120000
万象新天一区,29656,350000
北京青年城,30456,165000
广渠家园,37453,33130
甜水园东里,37005,2500
宝星国际二期,36099,45000
太平桥东里,35271,50000
芳城园三区,34141,18150
美然绿色家园,22937,30000
龙跃苑三区,21474,370000
畅柳园,41400,0
观湖国际,51512,256000
公园1872,44449,0
裕龙四区,18328,0
金晖嘉园,60361,60000
万科中粮假日风景,40133,224000
富力桃园C区,30714,160000
永泰东里,31011,0
翠谷玉景,31292,74400
新潮嘉园二期,17534,300000
站前巴黎,19629,70322
观林园,33500,150000
柳芳北里,39541,0
瑞海国际商务酒店,35177,0
中国第一商城,37368,17253
紫南家园,30916,5500000
山水蓝维,42085,150000
莫奈花园,27572,500000
风格与林苑,31006,360000
天赐良园二期,19978,120000
金荣园,16162,20000
平原里小区,37773,3447
天鑫家园,24359,70000
和平新城一期,50204,30000
潘家园,33949,30000
北方中惠国际中心,48828,18905
东直门外大街,44495,0
翠微路2号院,46827,21500
地汇华商国际公寓,24841,0
金蝉南里,30332,0
久敬佳园一区,27199,123400
北影小区,46166,63000
褐石,54390,101400
紫芳园四区,53905,0
双榆树北里,50263,510000
东岸,35244,70200
亲亲我家,28745,0
安贞西里二区,42710,0
展览路,47304,0
圣馨大地,33172,27000
龙锦苑四区,23498,240000
清缘里,29995,50000
天和人家,39777,30000
珠江罗马嘉园东区,37161,210000
蓝堡国际公寓,51033,31500
阿尔法社区三期,19607,13500
交道口东大街,60361,0
方庄6号,38702,78000
西马金润一区,32479,350000
龙博苑一区,24021,166700
格调,43448,0
车公庄北里,48292,16700
玺萌鹏苑,32335,29500
远洋一方润园2号院,27751,14000
新中关公寓,44446,0
西派国际公寓,56817,24000
保利蔷薇,47890,19500
西城晶华,76569,0
矩阵二期,28355,160000
铸诚大厦,44316,0
天华公馆,46540,3000
远洋万和城A区,59343,0
翠微北里,48545,248000
金隅可乐,18461,1600
罗庄南里,45803,0
富力城B区,53473,487800
北京香颂,40054,105000
拂林园,34361,85000
卢沟桥南里,22035,100000
枣园北里,19866,98300
雅成一里,28376,200000
天下儒寓,27207,17037
福星花园,22365,0
慧谷阳光,41839,62300
独墅逸致,28397,486000
月桂庄园,26855,0
水木天成,33096,0
杨庄中区,26148,0
西营房,45677,0
百子湾家园一区,27398,480000
优点社区,25933,30000
四平园,37807,104000
幸福艺居,20166,165000
望山园,41388,100000
丽都壹号,43076,0
东王庄,43524,104000
胜利小区,17860,0
万方景轩,42832,174000
万年花城三期,33035,107970
万润风景,35396,37500
观筑庭院,28328,11000
鸿业兴园,32597,200000
远大园四区,50923,14600
中铁翰庭,53157,19721
慈云寺,39120,200000
万泉新新家园,61637,160000
莲馨嘉园,36060,12889
久敬佳园二区,26682,123400
文慧园15号16公寓,48386,5000
三义庙北,43531,150000
元嘉国际公寓,44156,10200
锐创国际中心,32476,0
西屋国际,36065,160000
清枫华景园,44510,48323
博泰国际,33198,13861
金隅凤麟洲,37863,0
恬心家园,38120,158600
和义西里三区,25512,200000
铁二区,58650,4370
恋日嘉园二期,34069,90000
水清木华园,51743,0
舒至嘉园,47804,2000
依翠园,28495,100000
北京华侨城2号院,40692,500000
亚胜铂第公馆,33761,11000
万润家园,26144,36000
花家地西里二区,34038,435600
古城北路,27066,15000
铭科苑,29279,150000
光熙家园二期,49201,110000
望陶园小区,31603,120000
农科院,52520,0
莱圳家园,34410,25000
日光清城,20704,140000
左安浦园,35190,100000
海子角东里,17020,156756
嘉润花园,30645,235000
上东三角洲,26878,100000
上东上层,24571,72000
志强南园,44059,32000
永泰西里,29935,0
兴海家园月苑,23893,248100
水仙园,18974,0
远洋风景,55930,33300
华澳中心,35298,26000
南十里居,31357,600000
龙锦苑东二区,20616,150000
白领家园,33391,25000
星源汇,62614,9192
首科花园,36199,90000
中海紫荆豪庭,37272,0
世纪村西区,34829,120000
嘉特美公馆,44636,0
明光村小区,43739,100000
富力爱丁堡公馆,57285,45367
龙跃苑东四区,21850,805000
潘家园东里,33626,0
鹿港嘉苑,42163,120000
清逸园,20422,100000
宝星园,34333,150000
丝竹园小区,39832,12000
海晟名苑,64554,70409
宏大北园,20607,5810
恒华国际商务中心,46990,14000
百旺茉莉园,40374,44000
新明胡同,50135,30000
长丰园三区,19074,100000
尚东阁,24422,17800
SOHO尚都,47550,156000
莲花小区,34839,68000
恋日花都,35601,70000
国风北京二期,40557,184600
正阳小区,28092,0
水碓子东里,40443,0
枣园东里,20056,169000
白家庄东里,42073,5806
西罗园四区,30363,320000
裕中东里,45111,5000
领地OFFICE,30627,16000
春园,28239,30000
新康家园,24150,101900
健翔国际公寓,45634,0
乐栋300,33438,0
燕清源,34113,80000
天兆家园,55921,34500
双榆树南里二区,48184,120000
财智公馆,40916,1923
西坝河北里,37496,0
百环花园,30793,25800
蓝光云鼎,40724,0
CRD银座,36889,0
翠叠园,58752,120000
翡翠城一期,28648,100000
建欣苑四里,29141,530000
和平街十一区,43526,20000
那尔水晶城,23287,216216
国美第一城三期,32265,240000
青岛嘉园,25719,79700
安华里五区,41180,0
玉安园,30575,0
枣园尚城,20620,986000
瑞士公寓,57132,6976
玉林东里三区,33785,0
菊园,33538,15000
东丽温泉,31135,25200
林校北里,19391,124000
龙禧苑二区,21576,131300
时代财富天地,30939,38760
京城雅居,30181,165000
瑞都国际南区,23219,40000
国风上观,40266,109200
八角北路,27631,183000
莲香园,34902,71000
三空间,42823,18333
马赛公馆,19910,50000
石油大院20号院,45228,150000
胜古南里,40203,0
重兴嘉园,29532,58000
都会国际,28184,1719
京贸中心,19553,11239
紫竹花园,38712,381000
上龙西里,46570,0
龙跃苑二区,21865,230000
海晟国际公寓,52925,70409
北重西厂,27385,0
碧水云天,68959,58510
蓝筹名座,49964,0
新壁街,57354,12700
南苑北里三区,23824,41214
明月嘉园,33053,30000
兆丰园,28263,25000
新纪家园,38912,0
红联北村,41805,33000
泰华滨河苑,32728,37953
东辰小区,27560,0
金泰城丽湾,44563,68000
洋桥北里,29562,108000
望馨花园,33367,226000
康泽园,27667,70000
北洼西里,41316,13856
西府景园,30138,463000
美然动力A2区,28334,50000
兴水家园,17355,743100
同兴园,20171,5000
天竺花园,18186,400000
凯德华玺,53295,0
金华园,17466,500000
昆泰国际公寓,44342,23000
法华南里,40054,500000
西黄新村北里,24161,19850
丰侨公寓,70984,15047
国悦府,69390,0
康城别墅一期,32911,1334000
六佰本商厦,40513,17099
羊各庄新村,12073,0
巧克力城,25832,77100
流星花园二区,26567,420000
安华里一区,42127,0
望京花园西区,35992,93600
翠微中里,44786,0
富莱茵花园,32767,46070
澐澐国际,28951,23247
华润小区,29268,158000
华人一品阁,42549,4900
佳运园一期,25347,150000
乔庄东区,18573,52137
幸福西区,20236,0
瑞祥里,20434,40000
青塔东里,32214,0
翠屏北里西区,22177,150000
怡锦园,31764,170000
嘉美风尚中心,38099,54827
11站,21097,28000
合立方,40056,0
翡翠城三期,31539,126400
富强西里,20357,695000
翠微南里,48080,0
名都家苑,36276,57630
幸福二村,43037,26700
翡翠城二期,29041,860000
富力城E区,56528,12000
骏城,21481,100000
公园两栋,37433,0
三丰里小区,41142,35400
世奥国际,38004,8078
枣营南里,36661,6700
中信沁园,57736,3500
中国铁建国际城,35596,0
双龙南里,27126,10000
老山西里,29813,8333
国兴家园,55307,40000
圆明园花园别墅,37010,50000
电子城小区,26632,111900
东营前街,20993,0
8哩岛,18895,40000
金达园,24473,60000
财满街财经中心,30572,80000
东阁雅舍,18221,6600
佳境天城,28691,9757
玉泉路,49176,0
金宝城二期,13894,0
领行国际,36747,12000
珠江国际城一区,22137,1000000
天赐良园东三期,21373,100000
椿树园,45495,0
锦绣馨园,35272,35000
花家地南里,35153,438600
育芳园,28763,0
龙腾苑二区,23351,0
蓟门北里,42961,0
甘露园南里一区,29481,5000
嘉慧苑,29321,10436
瑞都公园世家南区,21219,0
桃花岛,19596,0
核桃园北里,42515,0
奥加国际公寓,45456,12657
东潞苑,14292,8000
中鑫嘉园二期,43845,18500
恩济里小区,43870,34000
富华家园,25713,40000
樱花园三区,15927,45687
爱这城一期,41104,190000
远中悦麒,30502,0
朝阳门南小街,50448,0
禧福汇,46166,54800
北苑家园紫绶园,29007,1150000
银河湾,51819,0
鑫兆丽园,33320,30000
华睦大厦,24263,14500
安苑北里,39124,40000
吕营嘉园,24637,9000
五栋大楼,61919,29354
世纪星城,24468,180000
橙色年代,35399,17000
御景园,29141,27200
红杉一品,22667,38000
建欣苑一里,29575,530000
晓月苑三里,20741,30000
晓月苑二里,22095,33400
龙府花园,18601,52000
纽约客,49191,10900
新裕家园,55374,424000
八角南里,27739,13500
安外东河沿,49111,0
嘉园二里,27814,100800
成和园,21115,70000
慧华苑,23770,61900
潞河名苑,20544,0
龙腾苑三区,23858,0
龙兴园北区,22494,190000
枫丹丽舍,34204,4800000
天桥北里,41510,120000
地铁古城家园,24830,16000
南曦大厦,24111,0
风景club,36710,42000
颐慧佳园,47973,120000
西直门南大街,48401,0
润枫德尚苑,39587,16800
颐源居三期,59869,400000
威尔夏大道,46577,67200
首开铂郡8号院,45834,0
慧谷根园,35942,75000
达富苑,20556,3000
吉祥里,45832,0
花家地小区,35651,0
四方景园三区,30160,0
龙博苑三区,26152,166700
万博苑,39775,30000
中海城香克林,33748,0
皇姑坟小区,39052,0
海润国际,40802,17000
梨花园,18556,0
名流花园欧风苑,17274,0
左右坊,34161,412500
翌景嘉园,30206,14400
农展南里,40773,12500
青塔秀园,27148,0
矩阵四期,21547,0
听涛雅苑,23686,50004
东大桥路,44779,18000
天之骄子,45501,35000
光熙家园一期,48886,30000
司达小区,29658,75800
和平里七区,52514,0
六铺炕二区,57544,0
和光里,28761,88000
御金台,0,110000
长丰园一区,18283,100000
亚奥观典,40763,78121
中信锦园,57781,7500
佳运园二期,26523,150000
康城别墅二期,28422,0
日月东华,28018,15000
珠江骏景南区,27834,147600
慧时欣园,31528,0
光大花园,54951,46000
远中悦莱,53252,61000
酷特区,34541,8240
都市网景,42102,13000
知春东里,50137,11500
建邦枫景,36079,0
时代庄园,44879,120000
八角中里,27718,6520
世界城,58326,14435
北京印象,45376,46800
新永外文化用品商城,33270,0
星河城西区,36921,206250
中海雅园,44663,62500
新怡家园,67443,120000
和谐家园一区,22478,35197
绿林苑,22754,680000
